title,authors,published,summary,cleaned_summary,word_list
"Can Multilingual Language Models Transfer to an Unseen Dialect? A Case
  Study on North African Arabizi","Benjamin Muller, Benoit Sagot, Djamé Seddah",2020-05-01T11:29:23Z,"  Building natural language processing systems for non standardized and low
resource languages is a difficult challenge. The recent success of large-scale
multilingual pretrained language models provides new modeling tools to tackle
this. In this work, we study the ability of multilingual language models to
process an unseen dialect. We take user generated North-African Arabic as our
case study, a resource-poor dialectal variety of Arabic with frequent
code-mixing with French and written in Arabizi, a non-standardized
transliteration of Arabic to Latin script. Focusing on two tasks,
part-of-speech tagging and dependency parsing, we show in zero-shot and
unsupervised adaptation scenarios that multilingual language models are able to
transfer to such an unseen dialect, specifically in two extreme cases: (i)
across scripts, using Modern Standard Arabic as a source language, and (ii)
from a distantly related language, unseen during pretraining, namely Maltese.
Our results constitute the first successful transfer experiments on this
dialect, paving thus the way for the development of an NLP ecosystem for
resource-scarce, non-standardized and highly variable vernacular languages.
","['building', 'natural', 'language', 'processing', 'systems', 'non', 'standardized', 'low', 'resource', 'languages', 'difficult', 'challenge', '.', 'recent', 'success', 'large-scale', 'multilingual', 'pretrained', 'language', 'models', 'provides', 'new', 'modeling', 'tools', 'tackle', '.', 'work', ',', 'study', 'ability', 'multilingual', 'language', 'models', 'process', 'unseen', 'dialect', '.', 'take', 'user', 'generated', 'north-african', 'arabic', 'case', 'study', ',', 'resource-poor', 'dialectal', 'variety', 'arabic', 'frequent', 'code-mixing', 'french', 'written', 'arabizi', ',', 'non-standardized', 'transliteration', 'arabic', 'latin', 'script', '.', 'focusing', 'two', 'tasks', ',', 'part-of-speech', 'tagging', 'dependency', 'parsing', ',', 'show', 'zero-shot', 'unsupervised', 'adaptation', 'scenarios', 'multilingual', 'language', 'models', 'able', 'transfer', 'unseen', 'dialect', ',', 'specifically', 'two', 'extreme', 'cases', ':', '(', ')', 'across', 'scripts', ',', 'using', 'modern', 'standard', 'arabic', 'source', 'language', ',', '(', 'ii', ')', 'distantly', 'related', 'language', ',', 'unseen', 'pretraining', ',', 'namely', 'maltese', '.', 'results', 'constitute', 'first', 'successful', 'transfer', 'experiments', 'dialect', ',', 'paving', 'thus', 'way', 'development', 'nlp', 'ecosystem', 'resource-scarce', ',', 'non-standardized', 'highly', 'variable', 'vernacular', 'languages', '.']","building, natural, language, processing, systems, non, standardized, low, resource, languages, difficult, challenge, ., recent, success, large-scale, multilingual, pretrained, language, models, provides, new, modeling, tools, tackle, ., work, ,, study, ability, multilingual, language, models, process, unseen, dialect, ., take, user, generated, north-african, arabic, case, study, ,, resource-poor, dialectal, variety, arabic, frequent, code-mixing, french, written, arabizi, ,, non-standardized, transliteration, arabic, latin, script, ., focusing, two, tasks, ,, part-of-speech, tagging, dependency, parsing, ,, show, zero-shot, unsupervised, adaptation, scenarios, multilingual, language, models, able, transfer, unseen, dialect, ,, specifically, two, extreme, cases, :, (, ), across, scripts, ,, using, modern, standard, arabic, source, language, ,, (, ii, ), distantly, related, language, ,, unseen, pretraining, ,, namely, maltese, ., results, constitute, first, successful, transfer, experiments, dialect, ,, paving, thus, way, development, nlp, ecosystem, resource-scarce, ,, non-standardized, highly, variable, vernacular, languages, ."
ClimateBert: A Pretrained Language Model for Climate-Related Text,"Nicolas Webersinke, Mathias Kraus, Julia Anna Bingler, Markus Leippold",2021-10-22T18:47:34Z,"  Over the recent years, large pretrained language models (LM) have
revolutionized the field of natural language processing (NLP). However, while
pretraining on general language has been shown to work very well for common
language, it has been observed that niche language poses problems. In
particular, climate-related texts include specific language that common LMs can
not represent accurately. We argue that this shortcoming of today's LMs limits
the applicability of modern NLP to the broad field of text processing of
climate-related texts. As a remedy, we propose CLIMATEBERT, a transformer-based
language model that is further pretrained on over 2 million paragraphs of
climate-related texts, crawled from various sources such as common news,
research articles, and climate reporting of companies. We find that CLIMATEBERT
leads to a 48% improvement on a masked language model objective which, in turn,
leads to lowering error rates by 3.57% to 35.71% for various climate-related
downstream tasks like text classification, sentiment analysis, and
fact-checking.
","['recent', 'years', ',', 'large', 'pretrained', 'language', 'models', '(', 'lm', ')', 'revolutionized', 'field', 'natural', 'language', 'processing', '(', 'nlp', ')', '.', 'however', ',', 'pretraining', 'general', 'language', 'shown', 'work', 'well', 'common', 'language', ',', 'observed', 'niche', 'language', 'poses', 'problems', '.', 'particular', ',', 'climate-related', 'texts', 'include', 'specific', 'language', 'common', 'lms', 'represent', 'accurately', '.', 'argue', 'shortcoming', 'today', ""'s"", 'lms', 'limits', 'applicability', 'modern', 'nlp', 'broad', 'field', 'text', 'processing', 'climate-related', 'texts', '.', 'remedy', ',', 'propose', 'climatebert', ',', 'transformer-based', 'language', 'model', 'pretrained', '2', 'million', 'paragraphs', 'climate-related', 'texts', ',', 'crawled', 'various', 'sources', 'common', 'news', ',', 'research', 'articles', ',', 'climate', 'reporting', 'companies', '.', 'find', 'climatebert', 'leads', '48', '%', 'improvement', 'masked', 'language', 'model', 'objective', ',', 'turn', ',', 'leads', 'lowering', 'error', 'rates', '3.57', '%', '35.71', '%', 'various', 'climate-related', 'downstream', 'tasks', 'like', 'text', 'classification', ',', 'sentiment', 'analysis', ',', 'fact-checking', '.']","recent, years, ,, large, pretrained, language, models, (, lm, ), revolutionized, field, natural, language, processing, (, nlp, ), ., however, ,, pretraining, general, language, shown, work, well, common, language, ,, observed, niche, language, poses, problems, ., particular, ,, climate-related, texts, include, specific, language, common, lms, represent, accurately, ., argue, shortcoming, today, 's, lms, limits, applicability, modern, nlp, broad, field, text, processing, climate-related, texts, ., remedy, ,, propose, climatebert, ,, transformer-based, language, model, pretrained, 2, million, paragraphs, climate-related, texts, ,, crawled, various, sources, common, news, ,, research, articles, ,, climate, reporting, companies, ., find, climatebert, leads, 48, %, improvement, masked, language, model, objective, ,, turn, ,, leads, lowering, error, rates, 3.57, %, 35.71, %, various, climate-related, downstream, tasks, like, text, classification, ,, sentiment, analysis, ,, fact-checking, ."
INCLUSIFY: A benchmark and a model for gender-inclusive German,David Pomerenke,2022-12-05T19:37:48Z,"  Gender-inclusive language is important for achieving gender equality in
languages with gender inflections, such as German. While stirring some
controversy, it is increasingly adopted by companies and political
institutions. A handful of tools have been developed to help people use
gender-inclusive language by identifying instances of the generic masculine and
providing suggestions for more inclusive reformulations. In this report, we
define the underlying tasks in terms of natural language processing, and
present a dataset and measures for benchmarking them. We also present a model
that implements these tasks, by combining an inclusive language database with
an elaborate sequence of processing steps via standard pre-trained models. Our
model achieves a recall of 0.89 and a precision of 0.82 in our benchmark for
identifying exclusive language; and one of its top five suggestions is chosen
in real-world texts in 44% of cases. We sketch how the area could be further
advanced by training end-to-end models and using large language models; and we
urge the community to include more gender-inclusive texts in their training
data in order to not present an obstacle to the adoption of gender-inclusive
language. Through these efforts, we hope to contribute to restoring justice in
language and, to a small extent, in reality.
","['gender-inclusive', 'language', 'important', 'achieving', 'gender', 'equality', 'languages', 'gender', 'inflections', ',', 'german', '.', 'stirring', 'controversy', ',', 'increasingly', 'adopted', 'companies', 'political', 'institutions', '.', 'handful', 'tools', 'developed', 'help', 'people', 'use', 'gender-inclusive', 'language', 'identifying', 'instances', 'generic', 'masculine', 'providing', 'suggestions', 'inclusive', 'reformulations', '.', 'report', ',', 'define', 'underlying', 'tasks', 'terms', 'natural', 'language', 'processing', ',', 'present', 'dataset', 'measures', 'benchmarking', '.', 'also', 'present', 'model', 'implements', 'tasks', ',', 'combining', 'inclusive', 'language', 'database', 'elaborate', 'sequence', 'processing', 'steps', 'via', 'standard', 'pre-trained', 'models', '.', 'model', 'achieves', 'recall', '0.89', 'precision', '0.82', 'benchmark', 'identifying', 'exclusive', 'language', ';', 'one', 'top', 'five', 'suggestions', 'chosen', 'real-world', 'texts', '44', '%', 'cases', '.', 'sketch', 'area', 'could', 'advanced', 'training', 'end-to-end', 'models', 'using', 'large', 'language', 'models', ';', 'urge', 'community', 'include', 'gender-inclusive', 'texts', 'training', 'data', 'order', 'present', 'obstacle', 'adoption', 'gender-inclusive', 'language', '.', 'efforts', ',', 'hope', 'contribute', 'restoring', 'justice', 'language', ',', 'small', 'extent', ',', 'reality', '.']","gender-inclusive, language, important, achieving, gender, equality, languages, gender, inflections, ,, german, ., stirring, controversy, ,, increasingly, adopted, companies, political, institutions, ., handful, tools, developed, help, people, use, gender-inclusive, language, identifying, instances, generic, masculine, providing, suggestions, inclusive, reformulations, ., report, ,, define, underlying, tasks, terms, natural, language, processing, ,, present, dataset, measures, benchmarking, ., also, present, model, implements, tasks, ,, combining, inclusive, language, database, elaborate, sequence, processing, steps, via, standard, pre-trained, models, ., model, achieves, recall, 0.89, precision, 0.82, benchmark, identifying, exclusive, language, ;, one, top, five, suggestions, chosen, real-world, texts, 44, %, cases, ., sketch, area, could, advanced, training, end-to-end, models, using, large, language, models, ;, urge, community, include, gender-inclusive, texts, training, data, order, present, obstacle, adoption, gender-inclusive, language, ., efforts, ,, hope, contribute, restoring, justice, language, ,, small, extent, ,, reality, ."
PADL: Language-Directed Physics-Based Character Control,"Jordan Juravsky, Yunrong Guo, Sanja Fidler, Xue Bin Peng",2023-01-31T18:59:22Z,"  Developing systems that can synthesize natural and life-like motions for
simulated characters has long been a focus for computer animation. But in order
for these systems to be useful for downstream applications, they need not only
produce high-quality motions, but must also provide an accessible and versatile
interface through which users can direct a character's behaviors. Natural
language provides a simple-to-use and expressive medium for specifying a user's
intent. Recent breakthroughs in natural language processing (NLP) have
demonstrated effective use of language-based interfaces for applications such
as image generation and program synthesis. In this work, we present PADL, which
leverages recent innovations in NLP in order to take steps towards developing
language-directed controllers for physics-based character animation. PADL
allows users to issue natural language commands for specifying both high-level
tasks and low-level skills that a character should perform. We present an
adversarial imitation learning approach for training policies to map high-level
language commands to low-level controls that enable a character to perform the
desired task and skill specified by a user's commands. Furthermore, we propose
a multi-task aggregation method that leverages a language-based multiple-choice
question-answering approach to determine high-level task objectives from
language commands. We show that our framework can be applied to effectively
direct a simulated humanoid character to perform a diverse array of complex
motor skills.
","['developing', 'systems', 'synthesize', 'natural', 'life-like', 'motions', 'simulated', 'characters', 'long', 'focus', 'computer', 'animation', '.', 'order', 'systems', 'useful', 'downstream', 'applications', ',', 'need', 'produce', 'high-quality', 'motions', ',', 'must', 'also', 'provide', 'accessible', 'versatile', 'interface', 'users', 'direct', 'character', ""'s"", 'behaviors', '.', 'natural', 'language', 'provides', 'simple-to-use', 'expressive', 'medium', 'specifying', 'user', ""'s"", 'intent', '.', 'recent', 'breakthroughs', 'natural', 'language', 'processing', '(', 'nlp', ')', 'demonstrated', 'effective', 'use', 'language-based', 'interfaces', 'applications', 'image', 'generation', 'program', 'synthesis', '.', 'work', ',', 'present', 'padl', ',', 'leverages', 'recent', 'innovations', 'nlp', 'order', 'take', 'steps', 'towards', 'developing', 'language-directed', 'controllers', 'physics-based', 'character', 'animation', '.', 'padl', 'allows', 'users', 'issue', 'natural', 'language', 'commands', 'specifying', 'high-level', 'tasks', 'low-level', 'skills', 'character', 'perform', '.', 'present', 'adversarial', 'imitation', 'learning', 'approach', 'training', 'policies', 'map', 'high-level', 'language', 'commands', 'low-level', 'controls', 'enable', 'character', 'perform', 'desired', 'task', 'skill', 'specified', 'user', ""'s"", 'commands', '.', 'furthermore', ',', 'propose', 'multi-task', 'aggregation', 'method', 'leverages', 'language-based', 'multiple-choice', 'question-answering', 'approach', 'determine', 'high-level', 'task', 'objectives', 'language', 'commands', '.', 'show', 'framework', 'applied', 'effectively', 'direct', 'simulated', 'humanoid', 'character', 'perform', 'diverse', 'array', 'complex', 'motor', 'skills', '.']","developing, systems, synthesize, natural, life-like, motions, simulated, characters, long, focus, computer, animation, ., order, systems, useful, downstream, applications, ,, need, produce, high-quality, motions, ,, must, also, provide, accessible, versatile, interface, users, direct, character, 's, behaviors, ., natural, language, provides, simple-to-use, expressive, medium, specifying, user, 's, intent, ., recent, breakthroughs, natural, language, processing, (, nlp, ), demonstrated, effective, use, language-based, interfaces, applications, image, generation, program, synthesis, ., work, ,, present, padl, ,, leverages, recent, innovations, nlp, order, take, steps, towards, developing, language-directed, controllers, physics-based, character, animation, ., padl, allows, users, issue, natural, language, commands, specifying, high-level, tasks, low-level, skills, character, perform, ., present, adversarial, imitation, learning, approach, training, policies, map, high-level, language, commands, low-level, controls, enable, character, perform, desired, task, skill, specified, user, 's, commands, ., furthermore, ,, propose, multi-task, aggregation, method, leverages, language-based, multiple-choice, question-answering, approach, determine, high-level, task, objectives, language, commands, ., show, framework, applied, effectively, direct, simulated, humanoid, character, perform, diverse, array, complex, motor, skills, ."
"Reinforcement Learning and Bandits for Speech and Language Processing:
  Tutorial, Review and Outlook",Baihan Lin,2022-10-24T21:49:12Z,"  In recent years, reinforcement learning and bandits have transformed a wide
range of real-world applications including healthcare, finance, recommendation
systems, robotics, and last but not least, the speech and natural language
processing. While most speech and language applications of reinforcement
learning algorithms are centered around improving the training of deep neural
networks with its flexible optimization properties, there are still many
grounds to explore to utilize the benefits of reinforcement learning, such as
its reward-driven adaptability, state representations, temporal structures and
generalizability. In this survey, we present an overview of recent advancements
of reinforcement learning and bandits, and discuss how they can be effectively
employed to solve speech and natural language processing problems with models
that are adaptive, interactive and scalable.
","['recent', 'years', ',', 'reinforcement', 'learning', 'bandits', 'transformed', 'wide', 'range', 'real-world', 'applications', 'including', 'healthcare', ',', 'finance', ',', 'recommendation', 'systems', ',', 'robotics', ',', 'last', 'least', ',', 'speech', 'natural', 'language', 'processing', '.', 'speech', 'language', 'applications', 'reinforcement', 'learning', 'algorithms', 'centered', 'around', 'improving', 'training', 'deep', 'neural', 'networks', 'flexible', 'optimization', 'properties', ',', 'still', 'many', 'grounds', 'explore', 'utilize', 'benefits', 'reinforcement', 'learning', ',', 'reward-driven', 'adaptability', ',', 'state', 'representations', ',', 'temporal', 'structures', 'generalizability', '.', 'survey', ',', 'present', 'overview', 'recent', 'advancements', 'reinforcement', 'learning', 'bandits', ',', 'discuss', 'effectively', 'employed', 'solve', 'speech', 'natural', 'language', 'processing', 'problems', 'models', 'adaptive', ',', 'interactive', 'scalable', '.']","recent, years, ,, reinforcement, learning, bandits, transformed, wide, range, real-world, applications, including, healthcare, ,, finance, ,, recommendation, systems, ,, robotics, ,, last, least, ,, speech, natural, language, processing, ., speech, language, applications, reinforcement, learning, algorithms, centered, around, improving, training, deep, neural, networks, flexible, optimization, properties, ,, still, many, grounds, explore, utilize, benefits, reinforcement, learning, ,, reward-driven, adaptability, ,, state, representations, ,, temporal, structures, generalizability, ., survey, ,, present, overview, recent, advancements, reinforcement, learning, bandits, ,, discuss, effectively, employed, solve, speech, natural, language, processing, problems, models, adaptive, ,, interactive, scalable, ."
Quantum Natural Language Processing,"Dominic Widdows, Willie Aboumrad, Dohun Kim, Sayonee Ray, Jonathan Mei",2024-03-28T18:15:07Z,"  Language processing is at the heart of current developments in artificial
intelligence, and quantum computers are becoming available at the same time.
This has led to great interest in quantum natural language processing, and
several early proposals and experiments.
  This paper surveys the state of this area, showing how NLP-related techniques
have been used in quantum language processing. We examine the art of word
embeddings and sequential models, proposing some avenues for future
investigation and discussing the tradeoffs present in these directions. We also
highlight some recent methods to compute attention in transformer models, and
perform grammatical parsing. We also introduce a new quantum design for the
basic task of text encoding (representing a string of characters in memory),
which has not been addressed in detail before.
  Quantum theory has contributed toward quantifying uncertainty and explaining
""What is intelligence?"" In this context, we argue that ""hallucinations"" in
modern artificial intelligence systems are a misunderstanding of the way facts
are conceptualized: language can express many plausible hypotheses, of which
only a few become actual.
","['language', 'processing', 'heart', 'current', 'developments', 'artificial', 'intelligence', ',', 'quantum', 'computers', 'becoming', 'available', 'time', '.', 'led', 'great', 'interest', 'quantum', 'natural', 'language', 'processing', ',', 'several', 'early', 'proposals', 'experiments', '.', 'paper', 'surveys', 'state', 'area', ',', 'showing', 'nlp-related', 'techniques', 'used', 'quantum', 'language', 'processing', '.', 'examine', 'art', 'word', 'embeddings', 'sequential', 'models', ',', 'proposing', 'avenues', 'future', 'investigation', 'discussing', 'tradeoffs', 'present', 'directions', '.', 'also', 'highlight', 'recent', 'methods', 'compute', 'attention', 'transformer', 'models', ',', 'perform', 'grammatical', 'parsing', '.', 'also', 'introduce', 'new', 'quantum', 'design', 'basic', 'task', 'text', 'encoding', '(', 'representing', 'string', 'characters', 'memory', ')', ',', 'addressed', 'detail', '.', 'quantum', 'theory', 'contributed', 'toward', 'quantifying', 'uncertainty', 'explaining', ""''"", 'intelligence', '?', ""''"", 'context', ',', 'argue', '``', 'hallucinations', ""''"", 'modern', 'artificial', 'intelligence', 'systems', 'misunderstanding', 'way', 'facts', 'conceptualized', ':', 'language', 'express', 'many', 'plausible', 'hypotheses', ',', 'become', 'actual', '.']","language, processing, heart, current, developments, artificial, intelligence, ,, quantum, computers, becoming, available, time, ., led, great, interest, quantum, natural, language, processing, ,, several, early, proposals, experiments, ., paper, surveys, state, area, ,, showing, nlp-related, techniques, used, quantum, language, processing, ., examine, art, word, embeddings, sequential, models, ,, proposing, avenues, future, investigation, discussing, tradeoffs, present, directions, ., also, highlight, recent, methods, compute, attention, transformer, models, ,, perform, grammatical, parsing, ., also, introduce, new, quantum, design, basic, task, text, encoding, (, representing, string, characters, memory, ), ,, addressed, detail, ., quantum, theory, contributed, toward, quantifying, uncertainty, explaining, '', intelligence, ?, '', context, ,, argue, ``, hallucinations, '', modern, artificial, intelligence, systems, misunderstanding, way, facts, conceptualized, :, language, express, many, plausible, hypotheses, ,, become, actual, ."
"Evidence from fMRI Supports a Two-Phase Abstraction Process in Language
  Models","Emily Cheng, Richard J. Antonello",2024-09-09T16:33:16Z,"  Research has repeatedly demonstrated that intermediate hidden states
extracted from large language models are able to predict measured brain
response to natural language stimuli. Yet, very little is known about the
representation properties that enable this high prediction performance. Why is
it the intermediate layers, and not the output layers, that are most capable
for this unique and highly general transfer task? In this work, we show that
evidence from language encoding models in fMRI supports the existence of a
two-phase abstraction process within LLMs. We use manifold learning methods to
show that this abstraction process naturally arises over the course of training
a language model and that the first ""composition"" phase of this abstraction
process is compressed into fewer layers as training continues. Finally, we
demonstrate a strong correspondence between layerwise encoding performance and
the intrinsic dimensionality of representations from LLMs. We give initial
evidence that this correspondence primarily derives from the inherent
compositionality of LLMs and not their next-word prediction properties.
","['research', 'repeatedly', 'demonstrated', 'intermediate', 'hidden', 'states', 'extracted', 'large', 'language', 'models', 'able', 'predict', 'measured', 'brain', 'response', 'natural', 'language', 'stimuli', '.', 'yet', ',', 'little', 'known', 'representation', 'properties', 'enable', 'high', 'prediction', 'performance', '.', 'intermediate', 'layers', ',', 'output', 'layers', ',', 'capable', 'unique', 'highly', 'general', 'transfer', 'task', '?', 'work', ',', 'show', 'evidence', 'language', 'encoding', 'models', 'fmri', 'supports', 'existence', 'two-phase', 'abstraction', 'process', 'within', 'llms', '.', 'use', 'manifold', 'learning', 'methods', 'show', 'abstraction', 'process', 'naturally', 'arises', 'course', 'training', 'language', 'model', 'first', '``', 'composition', ""''"", 'phase', 'abstraction', 'process', 'compressed', 'fewer', 'layers', 'training', 'continues', '.', 'finally', ',', 'demonstrate', 'strong', 'correspondence', 'layerwise', 'encoding', 'performance', 'intrinsic', 'dimensionality', 'representations', 'llms', '.', 'give', 'initial', 'evidence', 'correspondence', 'primarily', 'derives', 'inherent', 'compositionality', 'llms', 'next-word', 'prediction', 'properties', '.']","research, repeatedly, demonstrated, intermediate, hidden, states, extracted, large, language, models, able, predict, measured, brain, response, natural, language, stimuli, ., yet, ,, little, known, representation, properties, enable, high, prediction, performance, ., intermediate, layers, ,, output, layers, ,, capable, unique, highly, general, transfer, task, ?, work, ,, show, evidence, language, encoding, models, fmri, supports, existence, two-phase, abstraction, process, within, llms, ., use, manifold, learning, methods, show, abstraction, process, naturally, arises, course, training, language, model, first, ``, composition, '', phase, abstraction, process, compressed, fewer, layers, training, continues, ., finally, ,, demonstrate, strong, correspondence, layerwise, encoding, performance, intrinsic, dimensionality, representations, llms, ., give, initial, evidence, correspondence, primarily, derives, inherent, compositionality, llms, next-word, prediction, properties, ."
Sentiment Analysis Challenges in Persian Language,Mohammad Heydari,2019-07-09T20:46:37Z,"  The rapid growth in data on the internet requires a data mining process to
reach a decision to support insight. The Persian language has strong potential
for deep research in any aspect of natural language processing, especially
sentimental analysis approach. Thousands of websites and blogs updates and
modifies by Persian users around the world that contains millions of Persian
context. This range of application requires a comprehensive structured
framework to extract beneficial information for helping enterprises to enhance
their business and initiate a customer-centric management process by producing
effective recommender systems. Sentimental analysis is an intelligent approach
for extracting useful information from huge amounts of data to help an
enterprise for smart management process. In this road, machine learning and
deep learning techniques will become very helpful but there is the number of
challenges which are face to them. This paper tried to present and assert the
most important challenges of sentimental analysis in the Persian language. This
language is an Indo-European language which spoken by over 110 million people
around the world and is an official language in Iran, Tajikistan, and
Afghanistan. Its also widely used in Uzbekistan, Pakistan and Turkish by order.
","['rapid', 'growth', 'data', 'internet', 'requires', 'data', 'mining', 'process', 'reach', 'decision', 'support', 'insight', '.', 'persian', 'language', 'strong', 'potential', 'deep', 'research', 'aspect', 'natural', 'language', 'processing', ',', 'especially', 'sentimental', 'analysis', 'approach', '.', 'thousands', 'websites', 'blogs', 'updates', 'modifies', 'persian', 'users', 'around', 'world', 'contains', 'millions', 'persian', 'context', '.', 'range', 'application', 'requires', 'comprehensive', 'structured', 'framework', 'extract', 'beneficial', 'information', 'helping', 'enterprises', 'enhance', 'business', 'initiate', 'customer-centric', 'management', 'process', 'producing', 'effective', 'recommender', 'systems', '.', 'sentimental', 'analysis', 'intelligent', 'approach', 'extracting', 'useful', 'information', 'huge', 'amounts', 'data', 'help', 'enterprise', 'smart', 'management', 'process', '.', 'road', ',', 'machine', 'learning', 'deep', 'learning', 'techniques', 'become', 'helpful', 'number', 'challenges', 'face', '.', 'paper', 'tried', 'present', 'assert', 'important', 'challenges', 'sentimental', 'analysis', 'persian', 'language', '.', 'language', 'indo-european', 'language', 'spoken', '110', 'million', 'people', 'around', 'world', 'official', 'language', 'iran', ',', 'tajikistan', ',', 'afghanistan', '.', 'also', 'widely', 'used', 'uzbekistan', ',', 'pakistan', 'turkish', 'order', '.']","rapid, growth, data, internet, requires, data, mining, process, reach, decision, support, insight, ., persian, language, strong, potential, deep, research, aspect, natural, language, processing, ,, especially, sentimental, analysis, approach, ., thousands, websites, blogs, updates, modifies, persian, users, around, world, contains, millions, persian, context, ., range, application, requires, comprehensive, structured, framework, extract, beneficial, information, helping, enterprises, enhance, business, initiate, customer-centric, management, process, producing, effective, recommender, systems, ., sentimental, analysis, intelligent, approach, extracting, useful, information, huge, amounts, data, help, enterprise, smart, management, process, ., road, ,, machine, learning, deep, learning, techniques, become, helpful, number, challenges, face, ., paper, tried, present, assert, important, challenges, sentimental, analysis, persian, language, ., language, indo-european, language, spoken, 110, million, people, around, world, official, language, iran, ,, tajikistan, ,, afghanistan, ., also, widely, used, uzbekistan, ,, pakistan, turkish, order, ."
Machine Translation: A Literature Review,"Ankush Garg, Mayank Agarwal",2018-12-28T19:04:36Z,"  Machine translation (MT) plays an important role in benefiting linguists,
sociologists, computer scientists, etc. by processing natural language to
translate it into some other natural language. And this demand has grown
exponentially over past couple of years, considering the enormous exchange of
information between different regions with different regional languages.
Machine Translation poses numerous challenges, some of which are: a) Not all
words in one language has equivalent word in another language b) Two given
languages may have completely different structures c) Words can have more than
one meaning. Owing to these challenges, along with many others, MT has been
active area of research for more than five decades. Numerous methods have been
proposed in the past which either aim at improving the quality of the
translations generated by them, or study the robustness of these systems by
measuring their performance on many different languages. In this literature
review, we discuss statistical approaches (in particular word-based and
phrase-based) and neural approaches which have gained widespread prominence
owing to their state-of-the-art results across multiple major languages.
","['machine', 'translation', '(', 'mt', ')', 'plays', 'important', 'role', 'benefiting', 'linguists', ',', 'sociologists', ',', 'computer', 'scientists', ',', 'etc', '.', 'processing', 'natural', 'language', 'translate', 'natural', 'language', '.', 'demand', 'grown', 'exponentially', 'past', 'couple', 'years', ',', 'considering', 'enormous', 'exchange', 'information', 'different', 'regions', 'different', 'regional', 'languages', '.', 'machine', 'translation', 'poses', 'numerous', 'challenges', ',', ':', ')', 'words', 'one', 'language', 'equivalent', 'word', 'another', 'language', 'b', ')', 'two', 'given', 'languages', 'may', 'completely', 'different', 'structures', 'c', ')', 'words', 'one', 'meaning', '.', 'owing', 'challenges', ',', 'along', 'many', 'others', ',', 'mt', 'active', 'area', 'research', 'five', 'decades', '.', 'numerous', 'methods', 'proposed', 'past', 'either', 'aim', 'improving', 'quality', 'translations', 'generated', ',', 'study', 'robustness', 'systems', 'measuring', 'performance', 'many', 'different', 'languages', '.', 'literature', 'review', ',', 'discuss', 'statistical', 'approaches', '(', 'particular', 'word-based', 'phrase-based', ')', 'neural', 'approaches', 'gained', 'widespread', 'prominence', 'owing', 'state-of-the-art', 'results', 'across', 'multiple', 'major', 'languages', '.']","machine, translation, (, mt, ), plays, important, role, benefiting, linguists, ,, sociologists, ,, computer, scientists, ,, etc, ., processing, natural, language, translate, natural, language, ., demand, grown, exponentially, past, couple, years, ,, considering, enormous, exchange, information, different, regions, different, regional, languages, ., machine, translation, poses, numerous, challenges, ,, :, ), words, one, language, equivalent, word, another, language, b, ), two, given, languages, may, completely, different, structures, c, ), words, one, meaning, ., owing, challenges, ,, along, many, others, ,, mt, active, area, research, five, decades, ., numerous, methods, proposed, past, either, aim, improving, quality, translations, generated, ,, study, robustness, systems, measuring, performance, many, different, languages, ., literature, review, ,, discuss, statistical, approaches, (, particular, word-based, phrase-based, ), neural, approaches, gained, widespread, prominence, owing, state-of-the-art, results, across, multiple, major, languages, ."
Is Multilingual BERT Fluent in Language Generation?,"Samuel Rönnqvist, Jenna Kanerva, Tapio Salakoski, Filip Ginter",2019-10-09T06:35:59Z,"  The multilingual BERT model is trained on 104 languages and meant to serve as
a universal language model and tool for encoding sentences. We explore how well
the model performs on several languages across several tasks: a diagnostic
classification probing the embeddings for a particular syntactic property, a
cloze task testing the language modelling ability to fill in gaps in a
sentence, and a natural language generation task testing for the ability to
produce coherent text fitting a given context. We find that the currently
available multilingual BERT model is clearly inferior to the monolingual
counterparts, and cannot in many cases serve as a substitute for a well-trained
monolingual model. We find that the English and German models perform well at
generation, whereas the multilingual model is lacking, in particular, for
Nordic languages.
","['multilingual', 'bert', 'model', 'trained', '104', 'languages', 'meant', 'serve', 'universal', 'language', 'model', 'tool', 'encoding', 'sentences', '.', 'explore', 'well', 'model', 'performs', 'several', 'languages', 'across', 'several', 'tasks', ':', 'diagnostic', 'classification', 'probing', 'embeddings', 'particular', 'syntactic', 'property', ',', 'cloze', 'task', 'testing', 'language', 'modelling', 'ability', 'fill', 'gaps', 'sentence', ',', 'natural', 'language', 'generation', 'task', 'testing', 'ability', 'produce', 'coherent', 'text', 'fitting', 'given', 'context', '.', 'find', 'currently', 'available', 'multilingual', 'bert', 'model', 'clearly', 'inferior', 'monolingual', 'counterparts', ',', 'many', 'cases', 'serve', 'substitute', 'well-trained', 'monolingual', 'model', '.', 'find', 'english', 'german', 'models', 'perform', 'well', 'generation', ',', 'whereas', 'multilingual', 'model', 'lacking', ',', 'particular', ',', 'nordic', 'languages', '.']","multilingual, bert, model, trained, 104, languages, meant, serve, universal, language, model, tool, encoding, sentences, ., explore, well, model, performs, several, languages, across, several, tasks, :, diagnostic, classification, probing, embeddings, particular, syntactic, property, ,, cloze, task, testing, language, modelling, ability, fill, gaps, sentence, ,, natural, language, generation, task, testing, ability, produce, coherent, text, fitting, given, context, ., find, currently, available, multilingual, bert, model, clearly, inferior, monolingual, counterparts, ,, many, cases, serve, substitute, well-trained, monolingual, model, ., find, english, german, models, perform, well, generation, ,, whereas, multilingual, model, lacking, ,, particular, ,, nordic, languages, ."
